date,alpha_0a22b5d9,alpha_0e5ad6e0,alpha_22470197,alpha_31f9149c,alpha_3221e96b,alpha_3c2f1bc5,alpha_4502b5af,alpha_6a1a6f8d,alpha_78ebbccf,alpha_8047543a,alpha_8a8df75c,alpha_96a96551,alpha_97aeb2d8,alpha_9aab3d1e,alpha_a10e2afe,alpha_ac177fa4,alpha_c0c1ca4f,alpha_c1754043,alpha_cf45008b,alpha_d8be488a,alpha_e31df18b,alpha_f0d9f6b4
1990-02-15,,-0.12909912990388236,0.119480695282874,,,0.11736880035100831,,-0.10832829908782998,-0.04349237824209786,-0.03857364857282484,,0.207069775620598,,,,,,0.16858357884317096,,-0.05535626210522411,0.15786999209712388,
1990-02-16,,0.13580840458179644,-0.000610902547832323,,,-0.03808118890918311,,0.09286490883475883,-0.06909692930549352,0.019840260592965807,,-0.11072034492148806,,,,,,0.0339466111066805,,0.04557318774174774,0.024691668938668133,
1990-02-20,,0.0286406313609487,-0.04908701657423549,,,0.02795943410964679,,0.04648353133525451,0.06972602525301659,-0.025353955968224956,,-0.07235986785152135,,,,,,0.038617482178283334,,0.07977385133531131,0.024981771882491153,
1990-02-21,,0.011351534816148099,-0.14076346167594914,,,-0.10222630993817793,,0.11005845840368193,-0.01066532500269463,0.0027873231738408766,,0.13238813571228014,,,,,,-0.13877756208105857,,-0.026143523106571618,-0.13869130412843486,
1990-02-22,,-0.01569846302979054,-0.007278450936404017,,,-0.02045037056398081,,0.03988639626909275,-0.03731694311434711,-0.004026660631936653,,0.10347820276048625,,,,,,0.015687485196636586,,-0.1388784215249696,0.014838720326722808,
1990-02-23,,-0.06578655592828216,0.0733663527938179,,,0.14627578709887687,,-0.011814506377092448,-0.10348312970161451,-0.08200780954645448,,0.0735275162375084,,,,,,0.03995601398568757,,-0.16592640844136558,0.009286415032640591,
1990-02-26,,-0.004406637335302663,-0.037460638994933716,,,0.02438856996632259,,0.04670577146966025,-0.021572456066947104,0.06774415349542387,,-0.041279051628343534,,,,,,-0.02855090080205938,,0.06633549718872352,-0.024101075292425483,
1990-02-27,,-0.05149868353418913,-0.11438897233248313,,,-0.062528274394817,,0.07181209663520433,0.03316063104953912,0.12297128325719699,,-0.0233871737785067,,,,,,-0.08912762799048582,,0.0638268488371492,-0.08340427182795014,
1990-02-28,,-0.059118730124566504,-0.08633691084287955,,,-0.1520075397967324,,0.11369338120110721,0.12221647440616915,0.1612764342644152,,-0.1325615028425773,,0.05929544138787107,,,,-0.19685802232110144,,0.03987118608380431,-0.1651509217778326,
1990-03-01,,-0.009013241196523506,0.02397983074402611,,,0.02749809964655668,,-0.08187181152008162,0.058826853389497176,-0.0286007214259716,,-0.0318053154582477,,0.08787541992789347,,,,-0.0025372849068075287,,-0.08444185836815729,-0.01331820297812482,
1990-03-02,,0.08107318901252132,-0.07104874099616015,,,0.03665268911648397,,0.13331799652205736,0.12826135098715058,-0.06119818107758671,,0.07561394169136947,,0.21093937435704344,,,,-0.033733892872744316,,-0.03338568025023495,-0.013333433397922017,
1990-03-05,,0.012616751166875148,8.843307320623734e-05,,,0.03062566387710564,,0.02686861719089021,0.012953464314860705,-0.033797854968738356,,0.04586451490267665,,0.05727408917641397,,,,-0.048547199376437505,,-0.05088906157438686,-0.00471492200728468,
1990-03-06,,-0.02721124522535222,0.04259170680894395,,,0.01351719311069787,,-0.09527612348061544,-0.08155363560022699,-0.03547462155046278,,0.10374812672367222,,-0.026996891032703356,,,,0.05201707174301926,,-0.14187025356541147,0.03804562029411292,
1990-03-07,,-0.03095055695252141,-0.07883575465857659,,,-0.08867145286143664,,-0.023735442517940946,0.011569187346508265,0.09389332077359785,,0.045826726075589685,,-0.07008448162690735,,,,-0.09526696407095506,,0.05362923769047445,-0.0834051231590432,
1990-03-08,,0.07279914848625599,0.062390560854439364,,,0.09183624058298068,,0.09616578481121114,-0.021168311481039325,0.05925462522260806,,0.10955300058574634,,0.07158050013289355,,,,0.10744589859082661,,-0.048292195875984434,0.10650078603151909,
1990-03-09,,0.03220841277591692,-0.1135317991623102,,,-0.04879471153910415,,0.12970865451950103,0.03223639302523311,0.13186338333106837,,0.06953020524326466,,0.055040777708065924,,,,-0.11995306507625908,,0.01967492461556703,-0.06918672845460878,
1990-03-12,,0.03551033667367251,-0.0968795714583742,,,-0.06860841845585057,,0.043869357151772745,0.05534591485753827,-0.007585385581308023,,0.028286033944414486,,0.162304705081959,,,,-0.0899581951352084,,-0.01904262654892682,-0.08217669927173331,
1990-03-13,,0.004469448325016715,0.15067573632901,,,0.14422734289924563,,0.009437056377184496,0.03638526309792585,-0.1076380892916415,,0.09046365655330399,,-0.03952829762841362,,,,0.1998261928804489,,-0.08915452504944651,0.15602966730315299,
1990-03-14,,0.008237287413922328,0.032643177737175774,,,0.02017959735832743,,0.002979101663254359,0.08558785197972152,0.029372530617161184,,-0.09517041017503776,,0.07668539699509973,,,,0.11075794158384297,,0.0469423547849037,0.10073765946806912,
1990-03-15,,0.13293785300051647,-0.2060909391596714,,,-0.20314457456299614,,0.13899848251430524,0.03263996165898151,-0.016117697525431015,,0.05759988764202966,,0.05537986337502377,,,,-0.10326078919759772,,0.0073948965977069445,-0.09770030714872534,
1990-03-16,,0.0826190950714983,-0.222636438093368,,,-0.2050585342767411,,0.08913590672747379,0.015502131466774437,0.03519241416297949,,-0.16004355759509595,,0.05451427370590988,,,,-0.2600744653005829,,0.13669833918387067,-0.23681392204182217,
1990-03-19,,-0.04894348685423052,0.14748361472318683,,,0.125529784490616,,-0.07411964597496574,-0.07261770214397018,-0.1551257859703091,,0.1174461770049099,,0.007610661923950164,,,,0.09643300800553889,,-0.13166885961675248,0.1133828696866362,
1990-03-20,0.11027265906694686,0.06440850735186596,0.06123401867064218,0.09347382220550006,,0.052769478157649784,,0.01663356285596754,0.10618607557608069,-0.05432661188713744,,0.13244924473078287,,-0.0028234045481256615,,,,0.0961841941762168,,-0.11839466571842398,0.09073939563588299,
1990-03-21,-0.0747487613278423,-0.20518761987535714,0.13022039649351597,-0.16926876976786698,,0.18646072349719411,,0.02851599701646847,0.07708431755626038,-0.08823930934568001,,-0.009735335223036682,,0.13417481719445765,,,,0.08190840872673899,,-0.0678915187688056,0.0936924865090408,
1990-03-22,-0.12020038141025408,0.06241114685755935,0.0017436420989199424,-0.0036407314271896356,,0.008664029608381092,,-0.04743503531969373,-0.0886745590274982,-0.06418907192314223,,0.02053943326164599,,-0.1307219059229522,,,,0.05234326385385949,,-0.1406845501761648,0.0009008271888666288,
1990-03-23,0.0784505614456752,0.05020449704552461,0.0169732501221634,0.08491634764460804,,0.07881809207234017,,0.0006821242935446239,0.02139442217003529,-0.12462146258892647,,-0.025507639266341916,,-0.0476315738642743,,,,0.05028295468658242,,-0.08866281657044313,0.0684041867020694,
1990-03-26,-0.14085788962729393,-0.06843207384665666,0.02452355652453882,-0.09830929515469253,,-0.01255979332937389,,0.12195040383482124,0.07627500019573262,0.04954964071557736,,-0.02389165581967538,,0.05727478815669724,,,,-0.08632497775574972,,-0.04514627033052766,-0.10854644381530776,
1990-03-27,-0.043162421046995504,-0.07486063484229526,0.10692161460575614,-0.07705228345108135,,0.09261584617965006,,0.014870351428635614,0.018259707919833237,-0.009812727274147469,,-0.008842704116189561,,0.014768591922601486,,,,0.07496133438915423,,-0.004784185782456899,0.061227803847775514,
1990-03-28,0.03147894608361615,-0.045741643548490266,0.10841658482970294,-0.06736078427099007,,0.09542845849135981,,-0.00946546335554473,0.05320269322335615,-0.021897463406514994,,-0.015385472925692263,,0.027138853644215127,,,,0.1075881015792044,,-0.026613455773859377,0.1121725728983025,
1990-03-29,0.08908001480994095,-0.1437473620829955,0.07101245175350389,-0.05734849411592209,,0.09046528607504044,-0.22047112743808642,0.09741660819223652,0.04241618074864883,0.062402375094827316,,-0.15623641631136415,,-0.010158114884453905,,,,-0.0239495642899711,,-0.019226518939933507,-0.03921279714668121,
1990-03-30,-0.1177487366091908,0.04277764147810644,0.062038975407175165,0.004207407007355739,,0.05777733058290192,0.10759063936245007,-0.08091068849122017,-0.09152512510217269,-0.2403531289400404,,0.17936623767763976,,-0.013436265958378907,,,,0.09484717485295599,,-0.18038194089270365,0.10672478403987257,
1990-04-02,-0.06648291053354884,0.12015197459522556,0.04865304891056026,0.04956173452609137,,-0.05074571972546785,0.06598423370235226,0.04315608421718451,-0.09437463896578567,-0.10815211129742999,,-0.1908023133701457,,-0.05416829329297333,,,,0.08225076359856218,0.08261298498027769,0.05671595162226059,0.06306156572994392,
1990-04-03,0.05625724589764869,0.04810287322098725,-0.11534153563969732,0.025547565319024305,,-0.04838129375657761,0.05238320292140465,0.08257180108360326,0.06327475261046892,0.08951992259622439,,0.010341371469987495,,0.0076610980885896095,,,,-0.029247176795366363,0.03555412582773877,0.0059361442124336,-0.026022164271420817,
1990-04-04,0.11304289849688225,0.14783567586890978,-0.12379902729494656,0.15266539984573685,,-0.15158089455608878,0.13177583268009524,0.08902230295295155,-0.08058222768601749,0.10670505130111574,,0.013394167037996882,,-0.029246803242642876,,,,-0.17276441092787911,0.11643703608834388,0.06398975855108836,-0.16423710459449278,
1990-04-05,0.21302382402062986,0.030384148026074254,-0.1729197289192813,0.10572072540781553,,-0.2268372014898267,0.09375622073659061,0.07165656101558206,-0.04586553509878758,0.16753250308651513,,-0.126500766404712,,-0.048320769508579664,,,,-0.16626124793980468,0.0924153290410647,0.12230654524087786,-0.17374773889610967,
1990-04-06,-0.12064888461680576,-0.051973338816799594,0.09047857841244213,-0.07354933053932927,,0.08385161742096425,-0.04447405243531107,0.008610760358001847,0.042471824941638,0.03673164637466143,,-0.015874274682667246,,0.15202610085377358,,,,0.126279866777734,-0.059002241797077054,-0.03101971354902424,0.1344678937360735,
1990-04-09,0.015255337245750998,0.09226664884374804,0.034636538326236865,0.10491239182011833,,-0.0366313002595576,0.11999044771443489,-0.09587227492307693,0.0031389706782989214,0.03304442636112954,,-0.19229666757886435,,-0.07882643490778382,,,,-0.022662678694063104,0.11510380929988762,0.0355944270949734,-0.010158514827659495,
1990-04-10,-0.08100627411886155,-0.008842956786260823,-0.0004194983464497385,0.0026728639923376705,,-0.040329549320724536,0.015018627064150985,-0.0631813852627922,0.13477040201901044,0.04366204174613861,,-0.1078197774823986,,0.032870886538502314,,,,-0.02025500015314364,0.017530307449501382,-0.08316990832467852,-0.0184979186825621,
1990-04-11,0.03326527663511225,0.058761336532852655,-0.10571629947013941,0.12619495529869304,,-0.12628084798662748,0.11220098687527087,0.01837500466087816,0.012796002563259757,0.157641529083747,,-0.06881387513789551,,0.13846439499065782,,,,-0.05424918339265585,0.09959550927434577,0.11501474427629335,-0.08981273385689942,
1990-04-12,-0.08005673102349477,-0.23569717987881147,0.08866124007511106,-0.20249989128930695,,0.08222491539965808,-0.23963356898786747,-0.13806349922201638,-0.0869797114134147,-0.05291901245185412,,0.0035951183606968045,,-0.07422260161736201,,,,0.052831882979290305,-0.21220699776924898,-0.09866886252714681,0.05078687301485425,
1990-04-16,-0.006818160057120369,0.008592838329199326,-0.008595659712956602,0.02577516586315136,,-0.008917553525364316,0.02994775694215715,0.0009442085024065917,0.001545018982613055,-0.030517871064629512,,-0.01737875435601089,,0.04973054993825173,,,,0.01395465354801994,0.020046609233907286,0.09789939054586738,0.035345520951906996,
1990-04-17,-0.009419174936442965,-0.2193780003404239,0.1357657356153394,-0.12781094459204065,,0.14696622045640742,-0.17642260661714693,-0.04505390909695994,-0.07712336593576886,-0.1199705730634268,,-0.030994263042431275,,-0.05462019670728837,,,,0.08684053926321395,-0.16038358037413838,-0.026553494150029146,0.05075019257792163,
1990-04-18,-0.13450860615055524,-0.18666227407668523,0.02260730700273943,-0.17868351978493405,,0.019736342377186054,-0.18784093213714523,0.0022643377001198626,-0.080375602129242,0.012029684758837046,,-0.06706305161712517,,0.0596531375866212,,,,-0.036816548004195856,-0.19395297316105012,-0.11185974873971578,-0.022250521797384123,
1990-04-19,0.0363332710718446,0.016338631984320475,0.02402020759835503,-0.06384292737384135,,0.02734054699079713,-0.030124276731396386,-0.053666278303260546,-0.06145512814363796,-0.07398906901782987,,0.05450467525980646,,-0.16832219517811686,,,,-0.10547428881670824,-0.008827278670329017,-0.01580121185686713,-0.06574024893445775,
1990-04-20,0.02420954986944165,-0.08295026199329136,0.04520569270175647,-0.018071086675226347,,0.024050805907777733,-0.029761846665986347,0.0832051444948023,0.16270512698740985,-0.0027795964262558506,,0.01939456860613017,,0.08206641738191106,,,,0.027991104302052934,-0.04289676253944186,-0.06761034184429948,0.012264155671284301,
1990-04-23,0.0677108379517462,0.0847459139471859,-0.03608385139004433,0.07306740025806298,,-0.060704110753763654,0.11547140283108623,0.10598157293891014,0.07176465291749942,-0.018819561782016624,,-0.054511572297344074,,0.10263288201151594,,,,-0.037385771282484694,0.08780823797762492,0.06658945475519916,0.004269238611223944,
1990-04-24,0.07830393318385329,0.14067247455569828,0.1763856202348828,0.10660302949462615,,0.13954280186526424,0.0691050209814304,-0.028405936923387092,-0.04798009682618757,-0.11237458215162023,,-0.04397506157514879,,-0.07908536769354454,,,,0.0741958125939515,0.07738530442975342,-0.02409219153030983,0.022012677767523275,
1990-04-25,0.04052091891404697,0.059851804871609744,-0.03098775090345436,0.0867142126532844,0.08282515002783748,-0.059693728065696436,0.0933294010024877,0.018008751280366178,0.043034403761868394,0.025244873969832347,,-0.09547376633205759,,-0.006692988141524699,,,,-0.08304933188983865,0.10402625686813369,0.026144080978844988,-0.10406479417578854,
1990-04-26,0.042873597010867494,-0.03933682327649209,-0.11881794643429408,-0.02830641790926547,-0.02767512203083417,-0.12888774888424853,-0.002245404118661144,-0.002237095974508666,0.02238906281232662,0.08398144938915493,,-0.011387564850811991,,-0.09603477518760749,,,,-0.027919537473105927,-0.01618526396397836,-0.0233354483980693,-0.02508537927450604,
1990-04-27,0.0428141259405394,0.0948077918587087,-0.08250254741201754,0.141683116607041,0.1639592616089631,-0.030349631035945637,0.09892004702367592,0.03790727298766214,-0.07100347421023748,-0.02682272401283535,,0.14456295306917258,,0.006582801459131004,,,,-0.04791537570683336,0.08728330657335864,0.026457099443572177,-0.026435972799983463,
1990-04-30,-0.021586114418276254,-0.01687121142615114,-0.005306650076519267,-0.00785651892528372,-0.007876438165483437,-0.01879167324603756,-0.004768760321955303,-0.0638582510369821,-0.08703816136662887,0.012495865258582806,,-0.12587596693399566,,-0.005265230538169322,,,,0.0451103716790876,0.009194238145706203,0.07050162053023781,0.06454562301667346,
1990-05-01,-0.0004552851125750697,0.0074720640373211996,-0.04180752838106915,0.08634527287668324,0.06995895805393079,-0.07348173610097726,0.019711517785423335,0.03135539504610552,-0.1034544001814436,0.08628862094489903,,-0.02393127011379017,,-0.00023041438283357113,,,,-0.06481000661500327,0.07714901884332664,0.0821062304402831,-0.028161936507029153,
1990-05-02,-0.038891127906001,-0.0435977395466495,0.0009771312643779275,-0.018881132523900227,-0.05565696914971688,-0.021432469918371045,-0.02390820664272369,-0.03876031457573215,-0.08332832607370604,-0.11652888134875103,,-0.09183975970041297,,-0.17056034642966897,,,,0.0163754681916293,-0.015637890323876323,0.03965323392955549,-0.035538923555402925,
1990-05-03,-0.06376938890933948,-0.012421368453422536,0.048306567167178675,-0.035275953851654676,-0.05280163140289988,0.04361412975171296,-0.03922087407419434,0.023004909637127896,0.07697420337206964,0.029210884906612732,,-0.12335022301332269,,0.022029507928065278,,,,-0.046500777821545124,-0.007705007506705846,0.05735662774695566,-0.005293866097297281,
1990-05-04,0.03397010597209056,0.015902642449942876,-0.0592022196418811,0.03634322125426173,0.02916488628610931,-0.11691404145911795,0.016873913949353742,0.09033868743472548,0.04484148930225998,0.13474880353624968,,-0.14666633071023333,,0.037518345939267235,,,,-0.08711220760056589,0.02622178529129331,0.10087250628646952,-0.10045636528950501,
1990-05-07,-0.023517988868900448,-0.029175523211288988,0.10330814173107489,-0.05578864890533342,-0.0858457302733895,0.09201312584552826,-0.06595339540989427,-0.041906412444626784,0.05704815037574055,-0.07808979757763294,,-0.2023578003945861,,0.037027126998329926,,,,-0.02135201048521708,-0.042973750039750375,-0.07043956965217196,0.00042221545615692125,
1990-05-08,-0.14217902736127516,-0.16523101630472656,-0.10016486358574911,-0.10502849028090891,-0.11645987431904373,-0.02241596249401359,-0.08378584460007708,0.002651434333867924,0.06984710970413555,0.18332049774588824,,-0.0829629974073921,,-0.02025068842635968,,,,-0.1317031162121702,-0.09755971544256345,0.11452788819613524,-0.12764532192529066,
1990-05-09,-0.06776154925428372,0.045270135322688525,0.01789118774034905,-0.0012007713908016272,0.007843901592420545,-0.04218669924360442,0.02466968604449054,0.010942866802377707,-0.021974224451218796,0.03666459040982988,,-0.04675482390147727,,0.0006655734662700122,,,,0.04577350760215942,0.02886655564997632,0.14742992440630967,-0.008422629870948396,
1990-05-10,-0.10030209218641262,-0.15942838533089018,-0.04984416890797799,-0.04524310658084466,-0.07169134202660062,-0.06658914508494383,-0.05089663324285352,0.0630497176275254,0.09242139379469087,0.12421918971814778,,-0.09915094098980311,,0.00817794566389916,,,,-0.08179190895144145,-0.0018843399858957052,0.17160671072879422,-0.10919707073611663,
1990-05-11,-0.1871437618101052,-0.17584169737565208,0.19884428082239755,-0.1843249214688157,-0.185265857451495,0.18483908778798294,-0.18923613132454215,-0.0792249693719327,-0.049491641511528864,-0.009037468291408546,,0.05543498162304458,,-0.051549050323233626,,,,0.13282567529763498,-0.17986893999482706,-0.11361002516405194,0.15442779328441406,
1990-05-14,-0.05725616547829139,0.05162692868970613,0.025609740446678957,-0.02085803705246594,-0.029578604586607514,-0.02374074039596198,-0.020003258705641673,0.00624591769163705,0.10543134240733851,-0.08691548753902315,,-0.023926002924925634,,0.09327732523236701,,,,0.011874624535765802,-0.012747746119122681,-0.10365222534975266,0.05214898353627582,
1990-05-15,0.02252125067447774,-0.012680692075083152,0.06635427869104174,0.006751739285955582,-0.023701467690984662,0.07201179645065296,-0.054017756313706894,-0.13025002818909304,0.08003844962124078,0.022275433198579934,,-0.12104983635216517,,0.16621010014215826,,,,-0.04558094113615585,-0.03362973011663335,-0.05344828947447212,-0.015312966432600016,
1990-05-16,0.017617981819338675,0.008461963446543236,0.054953507427329414,0.034681619325529135,0.020939194274981504,-0.03301010506566941,0.03040778400334018,0.08047274093732265,0.11608824943988777,-0.029993831814140618,,-0.017664593404789736,,0.09527318516611358,,,,0.024151356733614984,0.005308975764929203,0.08165303231443216,0.008000628750399535,
1990-05-17,0.09667826828971972,0.006124063421280798,-0.011289654348548863,0.07042239118301469,0.03565747769609582,0.028025864017196242,-0.05413288388818302,-0.04123058964058602,0.07008704797251475,0.008731337947172624,,-0.1134798662247809,,0.05133126403761804,,,,-0.150636729000364,-0.011230291446814748,0.03547560934226251,-0.1185019049055295,
1990-05-18,0.008520931715621707,0.11482106315679107,-0.11924701124317713,0.11452612846326125,0.10306417801825726,-0.13407976058886215,0.1848666860262898,0.0721954790500806,0.027463536908394707,-0.017110536698593866,,-0.07168848388233869,,0.00876296574866526,,,,-0.1644268779468253,0.2196271383588003,-0.008684855582869628,-0.17914031430287872,
1990-05-21,0.04757053117341034,-0.028196142829587927,0.11895424772277122,-0.023644024799587802,-0.022503057922357884,0.16372361746542338,-0.10881433324713197,-0.09685458330441273,0.0688936182355405,-0.07236059255934277,,0.055799397049900286,,0.01477069135895974,,,,0.07570674914806877,-0.12156473412027993,-0.15486067348618027,0.08056999153931234,
1990-05-22,-0.05521201875817452,0.10874585343652472,-0.20821203763251486,0.0577069254337914,0.03907748102838011,-0.2436328503856146,0.14168353866859104,0.09878189510686729,0.029612606675886104,0.1153859933485402,,-0.09758873588941182,,-0.0022710539109882274,,,,-0.19142526894840908,0.1706651226730415,0.1858331752489663,-0.16833239415370538,
1990-05-23,0.0813592635304446,-0.043339863390360577,-0.0011038964965803658,-0.006166835572871316,-0.028455132137105228,0.046615527105939455,-0.02377167485263203,-0.014458846603128449,0.019111163232445754,0.09624339870239515,,-0.0016719978014439118,,-0.053588623343309646,,,,-0.028667038619709494,-0.02515782246831178,-0.024502549686912865,-0.050175418519950596,
1990-05-24,-0.02537710232964663,-0.08664542434949346,0.1513464812590688,-0.050731897251105953,-0.0731134542470573,0.1045983010153244,-0.18464495565006211,-0.12269222466149207,-0.01846787367282558,0.00016720355190680267,,-0.03217669447230259,,-0.048718219879166066,,,,0.06693681991750916,-0.14924434407557197,-0.15393929399208486,0.09676125929324939,
1990-05-25,-0.2664912390340711,0.22836257225165288,-0.02661850459607082,-0.09491123734603668,-0.07977482102716854,-0.007569511202079084,0.2547630679643303,0.2170235532771345,0.005033996978961363,-0.11566384918572244,,0.1276782989306572,,-0.05834193950503205,,,,0.14106441931868716,0.14496842170625615,0.132326711120366,0.10113638821314483,
1990-05-29,-0.0007920827265544533,-0.048395992989961424,-0.05784474942677302,-0.06880978031516627,-0.09232280332068449,0.0024976876030448256,-0.12655808863900828,0.025770324658417693,0.06707256883325106,0.13180059345734466,,-0.002220139055519816,,0.11163449315836685,,,,-0.10695426084917878,-0.13809892666195978,-0.07213572403437023,-0.06741573459408294,
1990-05-30,-0.1133975547704232,0.15560527322620477,-0.02331904843822362,-0.06877716139472038,-0.08997118006533733,-0.049138836763694245,0.0733856915986651,0.02830181285670022,-0.05033267378187207,0.016817950067770846,,-0.022304265914590247,,0.0535063816148036,,,,-0.13265498613243948,0.09493716067115833,0.11147132684502793,-0.15051535110063324,
1990-05-31,-0.08598638343906853,-0.21208317226104595,0.15798245170763017,-0.1228046815936738,-0.104381164411094,0.13021344635172277,-0.14893036408173568,-0.08441775029090755,0.08548026451579527,-0.10568503825464837,,0.09575001014081978,,0.0057319044644677615,,,,0.11935092594007787,-0.18712139574037379,-0.1480338976443674,0.13318478429086872,
1990-06-01,-0.08879920301024788,-0.019536464588384518,0.0004901861629004426,-0.0637441048666585,-0.1365979825616745,-0.05709977099410536,-0.004505950348469422,-0.19331542922162115,-0.036336739779283915,0.047879699938952,,-0.25412310861284704,,-0.042974984334387886,,,,-0.15344709697184214,0.0495263000612861,0.0366831300964714,-0.1428270729340361,
1990-06-04,0.06729630140710757,-0.11329236300639252,0.07386502788098123,-0.046170506640032194,-0.043108187380744005,0.14756155655575948,-0.12475211452512551,0.14298487817563157,0.16251427651809433,-0.025358017365133573,,0.09563339060527666,,0.14531658051996468,,,,0.07818294673205815,-0.08917493521502833,-0.019781183733815048,0.06904405670456773,
1990-06-05,-0.1718358599089123,-0.045067458946460706,0.1932212519178145,-0.16215423948469135,-0.13621173195914707,0.22522555863222912,-0.11758788537667644,-0.07490553640426682,0.054241436241058386,-0.16287277921839494,,0.04286305160622803,,-0.005491160596706365,,,,0.11402343747070152,-0.13945704472657652,-0.1307242123573452,0.12750311564208694,
1990-06-06,-0.051946706900643826,-0.16633059763585953,0.012482126868790322,-0.12163517626876043,-0.12734622669853318,0.04950653286164215,-0.17491295349815564,-0.03960020429445045,0.05568672114524993,0.05247772289922471,,-0.02231343703752763,,0.08604965589824182,,,,-0.03894455496826914,-0.18516431831742622,0.058830683118375963,-0.029449497156380566,
1990-06-07,0.11393328285278488,-0.1835610489193198,0.06892550581685622,-0.043986608229570685,-0.04775320678211687,0.06325059798837207,-0.16580729079072434,-0.03055229172398776,0.05860187539429921,-0.02715522105223148,,0.05370460884930926,,0.04696482369320103,,,,-0.04647954429339328,-0.12436444168983232,-0.08641611526740625,-0.05212607828617499,
1990-06-08,-0.1757757274632084,0.04558296103404621,0.2064972774412745,-0.060648698966585056,-0.05112955100933001,0.2527120298056294,0.07451906159602263,-0.06680771134519983,0.031598082202210505,-0.17813112883574944,,0.05914355430387577,,0.08189892505828372,,,,0.16168644021401796,0.062381151973288106,-0.03335792994012039,0.1599520267529398,
1990-06-11,-0.11194374507643226,0.10414914470797051,0.10915920634268032,0.005452880646925941,0.001158983956304283,0.19693796712239464,0.15757249922076186,-0.055909631635987736,0.05159876930265427,-0.14832577531467553,,-0.1469117452265135,,0.006881790373174834,,,,0.06379463563048078,0.1516365407390015,-0.05709584441958807,0.07957938938534717,
1990-06-12,0.19626582976160106,0.1250946060326254,0.011695144885057284,0.1831313720965771,0.2035556405137302,0.07269143846818693,0.1257561719618115,-0.01944073849802021,-0.015342216227170585,-0.02723647914939786,,0.12539085277008816,,0.000710113036667437,,,,0.0768998720153301,0.06690592413835132,-0.11132867642057925,0.09602035523269867,
1990-06-13,0.14456562990562116,-0.040115682481449984,-0.07368735992903179,0.10940556706017242,0.0732426613474318,-0.15765683044658574,0.024927113442785257,-0.004435426632967819,-0.14981293663072306,0.07242093197370865,,-0.07825553616173994,,-0.024418249279458643,,,,-0.044084509758529344,0.04948274813812335,0.05262444760445657,-0.059048058431011574,
