date,alpha_k001,alpha_k002,alpha_k003,alpha_k004,alpha_k006,alpha_k007,alpha_k008,alpha_k009,alpha_k010,alpha_k012,alpha_k013,alpha_k014,alpha_k015,alpha_k016,alpha_k017,alpha_k018,alpha_k019,alpha_k020,alpha_k021,alpha_k022,alpha_k023,alpha_k024,alpha_k026,alpha_k028,alpha_k029,alpha_k030,alpha_k031,alpha_k033,alpha_k034,alpha_k035,alpha_k037,alpha_k038,alpha_k039,alpha_k040,alpha_k043,alpha_k044,alpha_k045,alpha_k046,alpha_k049,alpha_k051,alpha_k052,alpha_k055,alpha_k060,alpha_k068,alpha_k085,alpha_k088,alpha_k092,alpha_k095,alpha_k099,alpha_k101
1990-01-29,,-0.08911411853616841,0.05017173247753183,-0.04568572444599429,0.026469518973668487,,-0.06884260055224882,0.024578065835177347,0.028229931093483134,-0.004847219450560045,0.010106953832963641,0.08263202250640352,0.01730851922624099,0.05711835708962805,,0.0544852413948022,,-0.03479062928841391,-0.0771952555026213,0.0347293049837624,0.028429803825482727,,0.09950641373373219,,-0.016230716775960455,-0.07433869080750992,,-0.08509443002727887,-0.03531579571110548,,,-0.09065698706956991,,-0.02844696333278263,,0.08671438712117227,,,,,,0.01019741919406524,-0.1565333150203678,,,,,,,0.054195037120116585
1990-01-30,,0.00865356418687767,0.13018085567394133,0.17807557970687946,0.16207154759777462,,0.1140289239472153,0.0014927009754891485,-0.03643558734669943,0.064209001497905,0.08385017433362883,0.13931047719502226,0.07508142261846466,0.11676469173187023,,-0.08197412405159764,,0.020237473738650133,0.09239613096400563,0.0018030004897493259,0.06357813516964088,,0.2122696705581367,,0.2914578458051597,0.12057916106923319,,0.13696288948592772,0.08311293724564475,,,0.14751562168725504,,0.2099656761156961,,0.1598703801181189,,0.03046650273008267,0.1584059105847165,0.16520434621385832,,0.09562728055700256,0.09685867864690124,,,,,,,-0.09170743690352093
1990-01-31,,-0.06901134586117318,-0.013520261623746688,0.06867438403094296,0.02798821104942875,,0.06666504778502837,0.0562180384609148,0.020449863732104584,0.02868871518582252,-0.041796915777845695,0.03234016446564388,-0.03684640903503562,-0.0872420684235137,,-0.08499619657440374,,0.09071420791830606,-0.010945510996201351,-0.06824843598395813,0.05040589829739931,,-0.05683940996786286,,0.08652267868794952,0.08544752755758067,,0.06039215132481007,0.07136752414082743,,,0.07585362106085046,,0.018353051773878876,,-0.0704053289484601,,0.03584396315091549,0.06890227368668103,0.06553883074366802,,-0.02865250993923542,0.08267645644418556,,,,,,,-0.07622432262879224
1990-02-01,0.02211707967692477,0.047703093527376714,0.046196040595528245,0.007922986696340008,-0.009589098480675433,,-0.0033200300787732066,-0.003001380471713871,-0.017497676462107755,0.0631923541428897,0.17072860279127217,-0.029436246352346943,0.11608132483425446,0.1314308571476578,,-0.02922834218453506,,-0.01716923204664899,-0.0333420797428819,0.028344481317882617,0.07270742586941058,,0.10216365479397578,,-0.021722167427422275,0.07243628738536007,,0.012079712497275666,0.028668227481747223,,,0.0377930387432372,,0.024703538976740307,,0.10265413987237394,,0.06552147202831869,0.013204267834151491,0.019968913991350323,,0.01641824008346369,-0.08120378213555965,,,,,,,-0.019929201028552702
1990-02-02,-0.08861075450232632,0.08509182773124557,-0.012730147543043456,0.10553789484997292,0.013575788853639682,,0.08558315732952997,-0.0500800338465246,-0.039154463116400556,-0.00776741278041964,-0.006392813533942653,0.09034043262864475,0.08845348038466304,-0.027413736901343848,0.08598513038471695,-0.07630916440716767,,-0.09202480093496741,0.0747683002712588,0.015327872943250595,-0.08413132553039504,,-0.10412382663893312,0.03634364874890519,-0.02420669782581248,0.031631098195959995,,-0.020747698090689562,-0.09394299985111147,,,0.06708835085988772,,-0.00518890184691711,,-0.00904044288886891,,0.06181463536699221,-0.043504277775607475,-0.013642763088079936,,0.07380161866929102,-0.03602440024733606,,,,,,,-0.02548336155151619
1990-02-05,0.010763007907295771,0.01811825481964918,-0.04829524587306211,0.11203151811304116,0.048486788887343216,,-0.01649033105159904,-0.0398106996370335,-0.0620456882130564,-0.019416902897731802,0.0931518576513981,0.04971243785981319,0.08307077323427244,0.07340336736274632,-0.06766283059256104,-0.10924210254428475,,0.015450159372666675,0.14984556975486923,0.006016140474882579,0.05885768663723926,,-0.01102902167967689,0.17231322804333857,0.08504214163131492,0.051342876334085054,,-0.03927950057755746,-0.054261428865764405,,,-0.01895477855763278,,0.08786738140263536,,0.08814306203880734,-0.0015648949022239044,-0.04808045781344071,-0.0661801489922298,-0.04892441089737508,,0.03597034292163307,-0.08862208900402554,,,,,,,0.03310096944185846
1990-02-06,0.1064953354672621,0.06021925225967209,0.07175581353947569,-0.10816601909806743,0.16233659822734484,,-0.21047592893158176,0.006630334941492241,0.022828794139849486,0.07882128405873252,0.14605723396961082,0.12492229250288887,0.03459735242154324,0.13074728892280577,0.005060017230278878,0.04250058120088736,,0.0396053304576506,0.0200949363570554,0.17599055515847215,0.04055456891615006,,0.04081693959114589,0.018895201597326907,-0.16147444750736706,-0.02348635771538209,,-0.05350117826166,0.04600896455828763,,,-0.09485195147212001,,0.1271371670720583,,0.17777439496355676,0.042124683539074115,-0.1389885547946804,0.023098294419817807,0.012235393645625325,,0.15150042401274255,-0.1113371562234558,,,,,,,0.07003568394777597
1990-02-07,0.05026376356819045,0.027486157417161258,0.1039556370276004,0.007063340303929609,0.04110790092708854,,0.07090702796111129,-0.031161644058180168,-0.030292901961738197,-0.11195276498760573,-0.07672191501201138,0.0792423795570735,0.022595300203865513,0.006643967254295322,0.007663869410672374,0.0772805189986179,,-0.10915460740913915,0.04549900663095288,-0.08276087514146857,-0.005261935674837069,,0.018425061181580684,-0.046734590821328095,0.05405420801247821,0.04734004621369613,,-0.019674690518088844,-0.06777553352574987,,,-0.03407386989256618,,0.09564444070991521,,-0.055277237115495766,-0.03366696816825916,0.026238263286098774,-0.01763548349930896,-0.03954711759953153,,0.028049775601677533,0.003809675000201196,,,,,,,0.028152866920747647
1990-02-08,0.07844404153456559,0.026097549519899236,-0.019123798227985246,0.02258779469390453,-0.021855226109289264,,0.11663514033607261,-0.10225139751053174,-0.13080639308073674,0.08133871628162638,0.013213554228586865,-0.05216897213975921,0.02962165555694985,0.020135139436185792,-0.06944986432920268,0.023161117914175838,,-0.05410476335952182,-0.12337749946080924,-0.026035635796220518,0.05877070338177205,,0.08924948796054304,0.008236022941217485,0.10788848201148708,-0.12729800916864423,,-0.07775712273286663,-0.08821714584106521,,,-0.08290308522362845,,0.008390867007538258,,0.08229774399816181,0.06774766916406337,-0.038966937706512245,-0.11387765174322534,-0.11047937548388777,,-0.10009772645263389,-0.09859715107005008,,,,,,,0.07924586157032788
1990-02-09,-0.0301559098860735,0.06933510297977165,-0.0036218499768431397,0.02951492157442654,0.06332747198229614,,0.2122192376343581,0.03882154432645269,0.03455606508097181,-0.09231061863636329,0.06029434826006624,0.04853562246882953,0.04351484169312355,0.03468816598146396,0.09215036342893093,-0.006925847815917946,,0.028953212272540566,0.052594424452346834,0.07150826425372882,0.055856555113684876,,-0.006397755602304586,-0.022087184156236384,0.04839216590935641,0.11364353761391041,,-0.007986575150925698,-0.0717136738603855,,,0.030455742328640442,,0.022370146052499047,,0.011974043604151455,-0.09376105837136264,0.05635264176731803,0.04568122162880138,0.05187787424649062,,-0.094183255801016,-0.07927129449289669,,,,,,,0.011699696223450849
1990-02-12,0.041917132437615266,0.0986052777734506,0.18713157683969933,0.039475721760890516,0.10670243277377486,,0.0672214166605889,0.11722112200017244,0.12619429897317833,-0.07471711058548633,0.01957517335650754,0.11094417969456977,-0.017583304332703605,0.08408261412260806,0.0826094831947041,0.023798112293681555,,0.10148893703654589,0.028401711308538493,0.012176275793361885,0.022261232848713817,,0.020724847747872126,0.02138928271268512,-0.025789531406447373,0.09750405379852789,,-0.0010473843738276548,0.0798406161471589,,,0.002230247973726913,,0.008987195342949054,,0.1352404247112432,-0.10160929686938185,0.049669656297088596,0.12081300833426815,0.09958466816223625,,0.012374694958322602,0.05355055016992341,,,,,,,0.011311412193554317
1990-02-13,-0.046100880933214516,-0.013661288055867029,0.04037591080479862,0.10896108001200834,0.010948899077951001,,0.06792506504452489,0.07782079183687114,0.09254446693733391,0.019929549279740617,-0.10650077461408312,0.06182066475204622,0.02441405127746325,-0.02122569884712099,0.03483123380972719,0.04663245186792062,,-0.0036578340189172597,0.06022334132922251,-0.05762592272952358,0.05279747345391572,,-0.06937835946727587,-0.056529849142060516,0.00934796111758477,0.12342538334934185,0.01936530833107342,-0.01424351957610599,-0.06630877438987934,,,0.061147079175565326,,0.05228661818469077,,0.01180321003641538,0.016960438399077682,0.08135672659640013,0.05013868294513015,0.03713973061519431,,-0.0074723089971648355,-0.022516052243108466,,,,,,,0.019226103189050825
1990-02-14,0.20059741337449577,-0.01315617382342694,-0.15809224494901314,0.009511365156761457,0.01977110657264207,,-0.11227204692718727,-0.014544495093176584,0.006120586100551623,-0.05325392320116058,-0.0010761205142085192,0.028029766637016937,-0.07345223787765162,-0.03802696957049901,-0.0028869173856134636,-0.029375439065113973,,0.012571403985929642,0.04545973908479201,-0.03119722733055059,0.10681361640807047,,0.010567535562517024,0.01948618980218891,0.006385202499578105,0.003927574335754215,0.01751955321022231,0.07505506036922256,-0.011724605420629398,,,0.05896300001132558,,-0.01751467847715546,,0.001426486556951783,0.010268655223741726,-0.05567289495010114,-0.00990871735585266,-0.016872033273374117,,-0.07662000708956702,0.06534436682512809,,,,,,,-0.10370196790471084
1990-02-15,-0.11045530760133383,0.06370249164383086,0.15049239728823927,0.049491483785531296,0.023644024275116315,,-0.083996522386519,0.1147863024229047,0.1091150768407246,0.07132641254498424,0.14869072412828768,0.011715563179934125,0.21089063086451082,0.2049636428293745,0.11011191360453815,0.14203284823978954,,-0.05364585609857283,0.15514908742426958,0.025237897307654304,0.15139871725373497,,0.07070201995870376,,0.3297772527041932,0.17657601020734853,0.1969049867708691,0.16908416653159455,0.028387549342704082,0.19832557437114054,,0.20391470370829132,,0.14166075210666626,,0.1882347793164665,0.15342433206466694,0.1304560116693103,0.15159198981997102,0.14571430725472495,,0.13740121919615383,0.20045543178184633,,,,,,,-0.15990782048198424
1990-02-16,-0.101588903950132,-0.0840712347713124,0.13973084645482245,-0.07254743651792117,0.10711247858880345,,0.00022395906398472873,-0.07780901722238044,-0.10443746195023627,-0.08421838699680353,0.025554908656715992,0.11883639068803792,-0.0059107027817651035,-0.05840467553446749,-0.05271826922587995,-0.03350136718651651,,0.11218761506271954,0.019133753907430797,0.03644036038572812,0.07877608131449551,,0.10802705952034272,-0.017973515522091168,0.009957719212611125,0.0072909546882157835,0.06947654431294993,-0.15843405407877625,0.0035319910788529124,-0.044405744049454174,,-0.08518365428110268,,0.004234544711821159,,0.0008739653677992523,-0.02682705568857464,0.00560701402022521,-0.06677777894044101,-0.07930328440739011,,-0.02818409671663414,-0.1852160735270075,-0.0235358469919596,,,,,,0.14758351533613903
1990-02-20,0.052870903613911086,-0.0342383027007537,0.03436338684932207,0.03852311307412045,0.05389050581967883,,0.11043051682619487,0.1261925867100244,0.09948160803212439,-0.047025594416660946,0.008953003612556512,0.06751978232768312,0.07980965923102236,0.07458319416547052,0.09221013738306344,0.021199057158844455,,0.27835531425053767,-0.01486974206482851,0.05082506086767663,0.11477728493313048,,-0.07594340056225476,0.10470400052861123,-0.01148219293958439,0.05597854312866848,-0.010032804423646053,-0.008833132759842889,0.14911434007172636,0.018529173266052405,,0.04299048742080895,,-0.039021481962448104,,0.00639285329486143,-0.009335995602223826,0.19750050248324238,0.1481225982407883,0.16846277854497435,,-0.0832919174864081,-0.09940257740811562,0.05897560608205738,,,,,,0.028822718443796264
1990-02-21,0.025125748245121145,-0.03211693935033526,0.025660877773241008,-0.008884455956941572,0.02613295430632744,,-0.18691591574849617,0.04107126785682503,0.06174274047341101,-0.0640403990636228,0.028613078753945996,0.03197964585935194,-0.031208093528118,-0.014747436375524116,0.05979304146121622,-0.013286826171209676,,-0.20537701605856076,-0.08625356818313051,-0.0167764735761071,0.1043498273465625,,0.00817310897828482,0.0029291992493795612,-0.04250515695421693,-0.06488476535747037,-0.16449635024602613,0.1927881151275084,-0.0030259579214400797,-0.03833438919104458,,0.06963244423102867,,-0.0053720178491990156,,0.04556257972619742,-0.03997726211170384,-0.03876826563574686,0.05086303459809349,0.044933125541631126,,0.01715030494718602,0.19893575490481752,0.025182080653427516,,,,,,-0.19837925539155746
1990-02-22,0.050305791338785405,-0.1661495948422786,-0.06612464700206641,-0.10437127189259648,-0.03629593426397393,,-0.0027604258063244997,0.013830329132212034,0.07608733244918557,0.09369236987234282,0.05288911650213673,-0.03652311721941708,-0.0032029406094147652,-0.06520955543572486,0.0097346284703221,0.04473627493467706,,-0.073267772752425,-0.003260550789139706,0.05146850828802146,0.0828457489452363,,-0.05139628586353194,0.04683920899514424,-0.0978161758002693,0.048544537980996894,0.020409209125747303,0.07310236405411237,0.0010382008036372435,0.03490229550072111,,0.018725413329150658,,-0.04155311456563531,,-0.03041275968759026,0.07965318945891674,0.008138291583303042,-0.01176798951809171,-0.012033594164546633,,-0.01833060991014364,0.14502342904433405,-0.01280310056326026,,,,,,-0.07593895094634995
1990-02-23,0.1958580024240202,-0.0335065042614587,-0.015045009613187664,0.01720074957899053,-0.07551875610423524,,0.07274521309966632,-0.037266984994077226,-0.04257219318882319,0.049272851617425895,-0.07535432656409377,-0.10463858438935648,-0.06186500679814591,-0.11278201870496915,0.025626528663771,-0.022698190573149004,,0.26015362143761644,0.025341056416308506,0.018177831454892664,-0.031072578628725152,,-0.04065482363927835,0.15151149653145107,-0.06748671130491173,0.04268953460811662,0.13729570606607583,-0.05657675896116544,0.009317565190410784,0.05588776660741064,,0.019744627133508774,,-0.037114513727241526,,-0.046202945497433694,0.10151417993971835,0.02803710764385999,0.0729646591917698,0.02951031667961196,,0.06381931316938515,0.09075968394433952,0.05014840958144503,0.024726630071412757,,,,,0.04094544922864293
1990-02-26,0.10602744393630822,-0.0844391391292671,0.058944659357090035,0.02524981299854882,0.05043042412483283,,0.010637143222010634,-0.009577754454344544,0.0025868473185719776,-0.12635578896334607,-0.09251435035055636,0.07354360538555212,0.05573555124436926,0.061332236886850466,-0.09310732181623856,-0.06385837409719554,,0.038404509040057225,0.007355795235168566,0.014008025030806918,0.07873205682140377,,0.0977014243222474,-0.13876946307012275,0.044521619039511955,-0.09372875671352221,-0.04835784600951295,-0.04662012938833028,-0.023362957472085298,-0.007365637003335945,,-0.03227109885817436,,0.08743595166004761,0.07080930880802384,0.05919779125743532,-0.17188078596478426,0.05610665003069562,0.038320821966440405,-0.007961241264624079,,0.03038518856575598,-0.006899247120236057,0.07092460406065067,0.07407085908771904,,,,,0.02930685915574336
1990-02-27,0.18662524359547628,-0.1363767259519474,-0.05376495894556146,0.027954517073735554,-0.025600529566387666,,0.0017630856026402914,-0.13036413597121851,-0.09951246841130679,-0.09983930137083749,-0.18540994338820302,-0.03984714919807476,-0.044229302762712294,-0.05793134350257311,-0.15848524813959838,-0.021932238283977216,,-0.05149857001825845,0.04584939121308087,-0.039945445858131,-0.010736445919065694,,-0.008070741037507587,0.12169188779051919,0.12435924597701581,-0.02768162678432841,0.20385316194080463,-0.1163320101442764,-0.07228893778338313,-0.013376059060984448,,-0.11095463266888789,,0.0010549219105240116,-0.06140332239755217,-0.06301275952757752,-0.08517976129189334,0.020887118232908435,-0.07821878238435018,-0.06403051969695756,,-0.037664003706554254,-0.054337843976790166,-0.15764020747552548,-0.15393624165810788,,,,,0.08459425825767336
1990-02-28,0.20536288362939342,-0.12652264595134124,-0.08445927814434948,-0.11680842564367021,-0.046064095867898426,,-0.09185796993273947,-0.11313739487574113,-0.1332547044049698,-0.06329981080536218,-0.14007319315088634,-0.02234538387053609,-0.1620941499708494,-0.1662725066133689,-0.14458041012129233,-0.126964643261808,,0.04616851175415903,-0.03918628608056177,-0.02114182710638216,-0.09470888872558285,,-0.01440955663963248,,0.0845680883594354,-0.020959278124545917,-0.06579345596016635,-0.20414835884080643,-0.145634731352689,-0.12235216238391342,,-0.18705588246079707,,-0.03284650313997561,-0.07756180622886776,-0.17987553906369314,-0.006963925355134451,-0.07382532093621785,-0.08894452458093802,-0.049804179397214175,,-0.13735866652225087,-0.02741331540530288,-0.18509812235159226,-0.043599401697241656,,,,,0.18006304894066041
1990-03-01,0.06256867096233655,0.06492051632016681,-0.10154460070965775,-0.06752548548511977,-0.08735318233744513,,0.03813676711362439,0.024194657402969225,0.056909005767621396,0.07926015328291454,0.08340880176943996,-0.08139435039934535,0.0794744723217714,-0.028828124734720916,-0.06568931231515023,-0.02437804664638958,,0.005621676664426972,0.05389096217033138,0.040710801036034056,0.039405998229046654,,-0.07872011551761098,0.07314774228303107,0.012322811272368507,-0.0026223900056265874,0.019616374575601597,-0.06003979976619829,0.010879444266506378,-0.010475470380796237,,-0.047487724428223785,,-0.039891820173735576,0.016179350094300916,0.021584903613792377,0.04934457737651293,0.0016675893836563835,0.019857559258556857,-0.029248213756400295,,-0.041863757722058484,-0.08409379231536766,0.09206243079616726,-0.0403825530936251,,,,,0.0417586754408345
1990-03-02,0.0037411730274775376,-0.15632436380906736,-0.026183399157767656,-0.09496445305835985,0.014789246658695663,,0.10240061343848054,0.09732052276898887,0.08640682806670341,-0.1366044430099692,-0.02708676505427598,0.06344722969433861,-0.1420964886837129,0.03447061450570214,0.01149635808538839,0.02491882852967121,,-0.005342242609827897,0.08353809324045892,-0.11276443751855654,-0.0022350530864242825,,-0.0733561103233421,0.053875517613920114,0.011041548604116765,0.04101929860536723,0.046200089865717046,0.03985913483911329,0.04454229248380918,0.08880996016138915,,0.03843597608778825,,-0.000894081833723053,0.15728374424628924,-0.09512971268012316,-0.10225397160549164,0.020881951843347485,0.1221128255499285,0.12061140621254676,,-0.08722509159088378,0.009466374631881777,0.06337784838502843,0.0536228854243042,,,,,-0.06662620472560557
1990-03-05,0.08281225704070837,-0.006165630145138039,0.061242666223033475,-0.02196782941777785,-0.00617439102700215,,-0.0959662668139215,0.028761510579445728,0.03446109360990614,-0.05090649945475329,0.05513001590284335,0.014354203989516664,0.017776455053952117,0.034067192456499654,0.01618520719949846,0.0724687416177066,,0.038360823977771775,-0.0028706817469898254,-0.036881955772267896,-0.00483912820658084,,-0.04441950751730593,,-0.020036749767352733,-0.07144640016639199,0.04952965450162797,0.009450695661262038,-0.056416475401210184,0.039632832249987815,,-0.0012920978462139653,,0.052531356624291564,-0.017720625971652186,-0.029293239086766086,-0.020960095943980885,-0.009255770881841808,-0.014278060945373917,0.016771344300967186,,0.008945123221950785,0.034511326174470815,0.10187218384455816,-0.03511675077047062,,,,,-0.007653484796474139
1990-03-06,-0.0166714059677338,0.0035272685278076,0.07111348538522705,-0.04312123428763598,0.06638207618297257,,0.008366011939991438,0.05470120163861644,0.058967928441830096,-0.11368434488640247,0.10588175304148904,-0.019646611922576326,-0.02181620955435795,0.0014547537293160308,0.020508326612222228,0.13231135494871746,,0.014539590663416367,0.031558137560501874,-0.032445502587656216,-0.014844279634824188,,0.1732498389887657,,0.16138584731118485,0.052146715254518486,0.04807008800705886,0.07412528870826791,0.11641177183210402,0.060748332926049996,,0.05192223401851581,,0.13447855957361418,0.026869390121846234,0.0662991109528329,-0.08510901480040774,0.09236946159778017,0.06983726914287568,0.05363037895721958,,0.08723277195238124,0.17362158577977047,-0.09553867836743146,0.12137009583789843,,,,,-0.03937925376699973
